SNMP Parameters,icmp_AddrMaskReps,icmp_InAddrMasks,icmp_InDestUnreachs,icmp_InEchosReps,icmp_InEchos,icmp_InErrors,icmp_InMsgs,icmp_InParmProbs,icmp_InRedirects,icmp_InSrcQuenchs,icmp_InTimeExcds,icmp_InTimestampReps,icmp_InTimestamps,icmp_OutAddrMaskReps,icmp_OutAddrMasks,icmp_OutDestUnreachs,icmp_OutEchoReps,icmp_OutEchos,icmp_OutErrors,icmp_OutMsgs,icmp_OutParmProbs,icmp_OutRedirects,icmp_OutSrcQuenchs,icmp_OutTimeExcds,icmp_OutTimestampsReps,icmp_OutTimestamps,ip_DefaultTTL,ip_Forwarding,ip_ForwDatagrams,ip_FragCreates,ip_FragFails,ip_FragOKs,ip_InAddrErrors,ip_InDelivers,ip_InDiscard,ip_InHdrErrors,ip_InReceives,ip_InUnknownProtos,ip_OutDiscards,ip_OutNoRoutes,ip_OutRequests,ip_ReasmFails,ip_ReasmOKs,ip_ReasmReqds,ip_ReasmTimeout,ip_RoutingDiscards,tcp_ActiveOpens,tcp_AttemptFails,tcp_CurrEstablish,tcp_EstabResets,tcp_InErrs,tcp_InSegs,tcp_MaxConn,tcp_OutRsts,tcp_OutSegs,tcp_PassiveOpens,tcp_RetransSegs,tcp_RtoAlgorithm,tcp_RtoMax,tcp_RtoMin,udp_InDatagrams,udp_InErrors,udp_NoPorts,udp_OutDatagrams,ClassLabel
Label and Object Identifier,iso.3.6.1.2.1.5.13.0,iso.3.6.1.2.1.5.12.0,iso.3.6.1.2.1.5.3.0,iso.3.6.1.2.1.5.9.0,iso.3.6.1.2.1.5.8.0,iso.3.6.1.2.1.5.2.0,iso.3.6.1.2.1.5.1.0,iso.3.6.1.2.1.5.5.0,iso.3.6.1.2.1.5.7.0,iso.3.6.1.2.1.5.6.0,iso.3.6.1.2.1.5.4.0,iso.3.6.1.2.1.5.11.0,iso.3.6.1.2.1.5.10.0,iso.3.6.1.2.1.5.26.0,iso.3.6.1.2.1.5.25.0,iso.3.6.1.2.1.5.16.0,iso.3.6.1.2.1.5.22.0,iso.3.6.1.2.1.5.21.0,iso.3.6.1.2.1.5.15.0,iso.3.6.1.2.1.5.14.0,iso.3.6.1.2.1.5.18.0,iso.3.6.1.2.1.5.20.0,iso.3.6.1.2.1.5.19.0,iso.3.6.1.2.1.5.17.0,iso.3.6.1.2.1.5.24.0,iso.3.6.1.2.1.5.23.0,iso.3.6.1.2.1.4.2.0,iso.3.6.1.2.1.4.1.0,iso.3.6.1.2.1.4.6.0,iso.3.6.1.2.1.4.19.0,iso.3.6.1.2.1.4.18.0,iso.3.6.1.2.1.4.17.0,iso.3.6.1.2.1.4.5.0,iso.3.6.1.2.1.4.9.0,iso.3.6.1.2.1.4.8.0,iso.3.6.1.2.1.4.4.0,iso.3.6.1.2.1.4.3.0 ,iso.3.6.1.2.1.4.7.0,iso.3.6.1.2.1.4.11.0,iso.3.6.1.2.1.4.12.0,iso.3.6.1.2.1.4.10.0,iso.3.6.1.2.1.4.16.0,iso.3.6.1.2.1.4.15.0,iso.3.6.1.2.1.4.14.0,iso.3.6.1.2.1.4.13.0,iso.3.6.1.2.1.4.23.0,iso.3.6.1.2.1.6.5.0,iso.3.6.1.2.1.6.7.0,iso.3.6.1.2.1.6.9.0,iso.3.6.1.2.1.6.8.0,iso.3.6.1.2.1.6.14.0,iso.3.6.1.2.1.6.10.0,iso.3.6.1.2.1.6.4.0,iso.3.6.1.2.1.6.15.0,iso.3.6.1.2.1.6.11.0,iso.3.6.1.2.1.6.6.0,iso.3.6.1.2.1.6.12.0,iso.3.6.1.2.1.6.1.0,iso.3.6.1.2.1.6.3.0,iso.3.6.1.2.1.6.2.0,iso.3.6.1.2.1.7.1.0,iso.3.6.1.2.1.7.3.0,iso.3.6.1.2.1.7.2.0,iso.3.6.1.2.1.7.4.0,Category
Fri Mar 24 13:22:21 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,38952,0,0,38954,0,0,0,38953,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,38804,0,1,38805,TCPSYNACK_Flood
Fri Mar 24 13:22:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39208,0,0,39210,0,0,0,39209,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,39060,0,1,39061,TCPSYNACK_Flood
Fri Mar 24 13:23:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39464,0,0,39466,0,0,0,39465,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,39316,0,1,39317,TCPSYNACK_Flood
Fri Mar 24 13:24:00 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39720,0,0,39722,0,0,0,39721,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,39572,0,1,39573,TCPSYNACK_Flood
Fri Mar 24 13:24:37 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39976,0,0,39978,0,0,0,39977,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,39828,0,1,39829,TCPSYNACK_Flood
Fri Mar 24 13:25:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40232,0,0,40234,0,0,0,40233,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,40084,0,1,40085,TCPSYNACK_Flood
Fri Mar 24 13:25:46 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40488,0,0,40490,0,0,0,40489,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,40340,0,1,40341,TCPSYNACK_Flood
Fri Mar 24 13:26:20 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40744,0,0,40746,0,0,0,40745,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,40596,0,1,40597,TCPSYNACK_Flood
Fri Mar 24 13:26:54 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,41000,0,0,41002,0,0,0,41001,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,40852,0,1,40853,TCPSYNACK_Flood
Fri Mar 24 13:27:31 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,2,0,0,0,0,2,41256,0,0,41258,0,0,0,41257,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,41108,0,1,41109,TCPSYNACK_Flood
Fri Mar 24 13:28:02 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,41512,0,0,41514,0,0,0,41513,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,41364,0,1,41365,TCPSYNACK_Flood
Fri Mar 24 13:28:41 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,41768,0,0,41770,0,0,0,41769,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,41620,0,1,41621,TCPSYNACK_Flood
Fri Mar 24 13:29:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42024,0,0,42026,0,0,0,42025,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,41876,0,1,41877,TCPSYNACK_Flood
Fri Mar 24 13:29:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42280,0,0,42282,0,0,0,42281,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,42132,0,1,42133,TCPSYNACK_Flood
Fri Mar 24 13:30:19 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42536,0,0,42538,0,0,0,42537,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,42388,0,1,42389,TCPSYNACK_Flood
Fri Mar 24 13:30:56 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42792,0,0,42794,0,0,0,42793,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,42644,0,1,42645,TCPSYNACK_Flood
Fri Mar 24 13:31:29 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43048,0,0,43050,0,0,0,43049,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,42900,0,1,42901,TCPSYNACK_Flood
Fri Mar 24 13:32:04 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43304,0,0,43306,0,0,0,43305,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,43156,0,1,43157,TCPSYNACK_Flood
Fri Mar 24 13:32:39 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43560,0,0,43562,0,0,0,43561,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,43412,0,1,43413,TCPSYNACK_Flood
Fri Mar 24 13:33:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43816,0,0,43818,0,0,0,43817,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,43668,0,1,43669,TCPSYNACK_Flood
Fri Mar 24 13:33:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44072,0,0,44074,0,0,0,44073,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,43924,0,1,43925,TCPSYNACK_Flood
Fri Mar 24 13:34:21 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44328,0,0,44330,0,0,0,44329,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,44180,0,1,44181,TCPSYNACK_Flood
Fri Mar 24 13:35:01 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44584,0,0,44586,0,0,0,44585,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,44436,0,1,44437,TCPSYNACK_Flood
Fri Mar 24 13:35:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44840,0,0,44842,0,0,0,44841,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,44692,0,1,44693,TCPSYNACK_Flood
Fri Mar 24 13:36:08 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,45096,0,0,45098,0,0,0,45097,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,44948,0,1,44949,TCPSYNACK_Flood
Fri Mar 24 13:36:37 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,45352,0,0,45354,0,0,0,45353,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,45204,0,1,45205,TCPSYNACK_Flood
Fri Mar 24 13:37:13 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,45608,0,0,45610,0,0,0,45609,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,45460,0,1,45461,TCPSYNACK_Flood
Fri Mar 24 13:37:46 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,45864,0,0,45866,0,0,0,45865,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,45716,0,1,45717,TCPSYNACK_Flood
Fri Mar 24 13:38:20 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,46120,0,0,46122,0,0,0,46121,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,45972,0,1,45973,TCPSYNACK_Flood
Fri Mar 24 13:38:56 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,46376,0,0,46378,0,0,0,46377,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,46228,0,1,46229,TCPSYNACK_Flood
Fri Mar 24 13:39:28 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,46632,0,0,46634,0,0,0,46633,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,46484,0,1,46485,TCPSYNACK_Flood
Fri Mar 24 13:40:07 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,46888,0,0,46890,0,0,0,46889,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,46740,0,1,46741,TCPSYNACK_Flood
Fri Mar 24 13:40:37 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,47144,0,0,47146,0,0,0,47145,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,46996,0,1,46997,TCPSYNACK_Flood
Fri Mar 24 13:41:17 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,47400,0,0,47402,0,0,0,47401,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,47252,0,1,47253,TCPSYNACK_Flood
Fri Mar 24 13:41:45 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,47656,0,0,47658,0,0,0,47657,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,47508,0,1,47509,TCPSYNACK_Flood
Fri Mar 24 13:42:23 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,47912,0,0,47914,0,0,0,47913,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,47764,0,1,47765,TCPSYNACK_Flood
Fri Mar 24 13:42:54 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,48168,0,0,48170,0,0,0,48169,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,48020,0,1,48021,TCPSYNACK_Flood
Fri Mar 24 13:43:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,48424,0,0,48426,0,0,0,48425,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,48276,0,1,48277,TCPSYNACK_Flood
Fri Mar 24 13:44:03 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,48680,0,0,48682,0,0,0,48681,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,48532,0,1,48533,TCPSYNACK_Flood
Fri Mar 24 13:44:37 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,48936,0,0,48938,0,0,0,48937,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,48788,0,1,48789,TCPSYNACK_Flood
Fri Mar 24 13:45:13 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,49192,0,0,49194,0,0,0,49193,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,49044,0,1,49045,TCPSYNACK_Flood
Fri Mar 24 13:45:45 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,49448,0,0,49450,0,0,0,49449,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,49300,0,1,49301,TCPSYNACK_Flood
Fri Mar 24 13:46:24 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,49704,0,0,49706,0,0,0,49705,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,49556,0,1,49557,TCPSYNACK_Flood
Fri Mar 24 13:46:54 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,49960,0,0,49962,0,0,0,49961,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,49812,0,1,49813,TCPSYNACK_Flood
Fri Mar 24 13:47:34 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,2,50216,0,0,50218,0,0,0,50217,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,50068,0,1,50069,TCPSYNACK_Flood
Fri Mar 24 13:48:03 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,50472,0,0,50474,0,0,0,50473,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,50324,0,1,50325,TCPSYNACK_Flood
Fri Mar 24 13:48:41 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,50728,0,0,50730,0,0,0,50729,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,50580,0,1,50581,TCPSYNACK_Flood
Fri Mar 24 13:49:13 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,50984,0,0,50986,0,0,0,50985,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,50836,0,1,50837,TCPSYNACK_Flood
Fri Mar 24 13:49:48 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,51240,0,0,51242,0,0,0,51241,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,51092,0,1,51093,TCPSYNACK_Flood
Fri Mar 24 13:50:22 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,51496,0,0,51498,0,0,0,51497,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,51348,0,1,51349,TCPSYNACK_Flood
Fri Mar 24 13:50:55 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,51752,0,0,51754,0,0,0,51753,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,51604,0,1,51605,TCPSYNACK_Flood
Fri Mar 24 13:51:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,2,52008,0,0,52010,0,0,0,52009,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,51860,0,1,51861,TCPSYNACK_Flood
Fri Mar 24 13:52:03 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,52264,0,0,52266,0,0,0,52265,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,52116,0,1,52117,TCPSYNACK_Flood
Fri Mar 24 13:52:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,52520,0,0,52522,0,0,0,52521,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,52372,0,1,52373,TCPSYNACK_Flood
Fri Mar 24 13:53:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,52776,0,0,52778,0,0,0,52777,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,52628,0,1,52629,TCPSYNACK_Flood
Fri Mar 24 13:53:52 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,53032,0,0,53034,0,0,0,53033,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,52884,0,1,52885,TCPSYNACK_Flood
Fri Mar 24 13:54:21 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,53288,0,0,53290,0,0,0,53289,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,53140,0,1,53141,TCPSYNACK_Flood
Fri Mar 24 13:54:58 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,53544,0,0,53546,0,0,0,53545,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,53396,0,1,53397,TCPSYNACK_Flood
Fri Mar 24 13:55:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,2,0,0,0,0,2,53800,0,0,53802,0,0,0,53801,0,0,0,30,0,23,0,1,0,0,280,-1,0,280,1,1,1,120000,200,53652,0,1,53653,TCPSYNACK_Flood
Fri Mar 24 13:56:05 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,54058,0,0,54060,0,0,0,54059,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,53908,0,1,53909,TCPSYNACK_Flood
Fri Mar 24 13:56:41 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,54314,0,0,54316,0,0,0,54315,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,54164,0,1,54165,TCPSYNACK_Flood
Fri Mar 24 13:57:13 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,54570,0,0,54572,0,0,0,54571,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,54420,0,1,54421,TCPSYNACK_Flood
Fri Mar 24 13:57:51 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,54826,0,0,54828,0,0,0,54827,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,54676,0,1,54677,TCPSYNACK_Flood
Fri Mar 24 13:58:22 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,55082,0,0,55084,0,0,0,55083,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,54932,0,1,54933,TCPSYNACK_Flood
Fri Mar 24 13:59:02 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,55338,0,0,55340,0,0,0,55339,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,55188,0,1,55189,TCPSYNACK_Flood
Fri Mar 24 13:59:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,55594,0,0,55596,0,0,0,55595,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,55444,0,1,55445,TCPSYNACK_Flood
Fri Mar 24 14:00:09 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,55850,0,0,55852,0,0,0,55851,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,55700,0,1,55701,TCPSYNACK_Flood
Fri Mar 24 14:00:40 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,56106,0,0,56108,0,0,0,56107,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,55956,0,1,55957,TCPSYNACK_Flood
Fri Mar 24 14:01:16 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,56362,0,0,56364,0,0,0,56363,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,56212,0,1,56213,TCPSYNACK_Flood
Fri Mar 24 14:01:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,56618,0,0,56620,0,0,0,56619,0,0,0,30,0,23,0,1,0,0,282,-1,0,282,1,1,1,120000,200,56468,0,1,56469,TCPSYNACK_Flood
