SNMP Parameters,icmp_AddrMaskReps,icmp_InAddrMasks,icmp_InDestUnreachs,icmp_InEchosReps,icmp_InEchos,icmp_InErrors,icmp_InMsgs,icmp_InParmProbs,icmp_InRedirects,icmp_InSrcQuenchs,icmp_InTimeExcds,icmp_InTimestampReps,icmp_InTimestamps,icmp_OutAddrMaskReps,icmp_OutAddrMasks,icmp_OutDestUnreachs,icmp_OutEchoReps,icmp_OutEchos,icmp_OutErrors,icmp_OutMsgs,icmp_OutParmProbs,icmp_OutRedirects,icmp_OutSrcQuenchs,icmp_OutTimeExcds,icmp_OutTimestampsReps,icmp_OutTimestamps,ip_DefaultTTL,ip_Forwarding,ip_ForwDatagrams,ip_FragCreates,ip_FragFails,ip_FragOKs,ip_InAddrErrors,ip_InDelivers,ip_InDiscard,ip_InHdrErrors,ip_InReceives,ip_InUnknownProtos,ip_OutDiscards,ip_OutNoRoutes,ip_OutRequests,ip_ReasmFails,ip_ReasmOKs,ip_ReasmReqds,ip_ReasmTimeout,ip_RoutingDiscards,tcp_ActiveOpens,tcp_AttemptFails,tcp_CurrEstablish,tcp_EstabResets,tcp_InErrs,tcp_InSegs,tcp_MaxConn,tcp_OutRsts,tcp_OutSegs,tcp_PassiveOpens,tcp_RetransSegs,tcp_RtoAlgorithm,tcp_RtoMax,tcp_RtoMin,udp_InDatagrams,udp_InErrors,udp_NoPorts,udp_OutDatagrams,ClassLabel
Label and Object Identifier,iso.3.6.1.2.1.5.13.0,iso.3.6.1.2.1.5.12.0,iso.3.6.1.2.1.5.3.0,iso.3.6.1.2.1.5.9.0,iso.3.6.1.2.1.5.8.0,iso.3.6.1.2.1.5.2.0,iso.3.6.1.2.1.5.1.0,iso.3.6.1.2.1.5.5.0,iso.3.6.1.2.1.5.7.0,iso.3.6.1.2.1.5.6.0,iso.3.6.1.2.1.5.4.0,iso.3.6.1.2.1.5.11.0,iso.3.6.1.2.1.5.10.0,iso.3.6.1.2.1.5.26.0,iso.3.6.1.2.1.5.25.0,iso.3.6.1.2.1.5.16.0,iso.3.6.1.2.1.5.22.0,iso.3.6.1.2.1.5.21.0,iso.3.6.1.2.1.5.15.0,iso.3.6.1.2.1.5.14.0,iso.3.6.1.2.1.5.18.0,iso.3.6.1.2.1.5.20.0,iso.3.6.1.2.1.5.19.0,iso.3.6.1.2.1.5.17.0,iso.3.6.1.2.1.5.24.0,iso.3.6.1.2.1.5.23.0,iso.3.6.1.2.1.4.2.0,iso.3.6.1.2.1.4.1.0,iso.3.6.1.2.1.4.6.0,iso.3.6.1.2.1.4.19.0,iso.3.6.1.2.1.4.18.0,iso.3.6.1.2.1.4.17.0,iso.3.6.1.2.1.4.5.0,iso.3.6.1.2.1.4.9.0,iso.3.6.1.2.1.4.8.0,iso.3.6.1.2.1.4.4.0,iso.3.6.1.2.1.4.3.0 ,iso.3.6.1.2.1.4.7.0,iso.3.6.1.2.1.4.11.0,iso.3.6.1.2.1.4.12.0,iso.3.6.1.2.1.4.10.0,iso.3.6.1.2.1.4.16.0,iso.3.6.1.2.1.4.15.0,iso.3.6.1.2.1.4.14.0,iso.3.6.1.2.1.4.13.0,iso.3.6.1.2.1.4.23.0,iso.3.6.1.2.1.6.5.0,iso.3.6.1.2.1.6.7.0,iso.3.6.1.2.1.6.9.0,iso.3.6.1.2.1.6.8.0,iso.3.6.1.2.1.6.14.0,iso.3.6.1.2.1.6.10.0,iso.3.6.1.2.1.6.4.0,iso.3.6.1.2.1.6.15.0,iso.3.6.1.2.1.6.11.0,iso.3.6.1.2.1.6.6.0,iso.3.6.1.2.1.6.12.0,iso.3.6.1.2.1.6.1.0,iso.3.6.1.2.1.6.3.0,iso.3.6.1.2.1.6.2.0,iso.3.6.1.2.1.7.1.0,iso.3.6.1.2.1.7.3.0,iso.3.6.1.2.1.7.2.0,iso.3.6.1.2.1.7.4.0,Category
Mon Jul 31 20:11:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,24036,0,0,24038,0,0,0,24032,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,23829,0,1,23830,LAND_Normal
Mon Jul 31 20:12:29 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,24332,0,0,24334,0,0,0,24328,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,24125,0,1,24126,LAND_Normal
Mon Jul 31 20:13:02 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,24628,0,0,24630,0,0,0,24624,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,24421,0,1,24422,LAND_Normal
Mon Jul 31 20:13:39 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,24924,0,0,24926,0,0,0,24920,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,24717,0,1,24718,LAND_Normal
Mon Jul 31 20:14:14 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,25220,0,0,25222,0,0,0,25216,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,25013,0,1,25014,LAND_Normal
Mon Jul 31 20:14:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,25516,0,0,25518,0,0,0,25512,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,25309,0,1,25310,LAND_Normal
Mon Jul 31 20:15:26 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,25812,0,0,25814,0,0,0,25808,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,25605,0,1,25606,LAND_Normal
Mon Jul 31 20:16:02 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,26108,0,0,26110,0,0,0,26104,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,25901,0,1,25902,LAND_Normal
Mon Jul 31 20:16:39 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,2,26404,0,0,26406,0,0,0,26400,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,26197,0,1,26198,LAND_Normal
Mon Jul 31 20:17:13 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,26700,0,0,26702,0,0,0,26696,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,26493,0,1,26494,LAND_Normal
Mon Jul 31 20:17:51 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,26996,0,0,26998,0,0,0,26992,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,26789,0,1,26790,LAND_Normal
Mon Jul 31 20:18:24 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,27292,0,0,27294,0,0,0,27288,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,27085,0,1,27086,LAND_Normal
Mon Jul 31 20:19:04 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,27588,0,0,27590,0,0,0,27584,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,27381,0,1,27382,LAND_Normal
Mon Jul 31 20:19:36 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,27884,0,0,27886,0,0,0,27880,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,27677,0,1,27678,LAND_Normal
Mon Jul 31 20:20:17 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,28180,0,0,28182,0,0,0,28176,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,27973,0,1,27974,LAND_Normal
Mon Jul 31 20:20:48 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,28476,0,0,28478,0,0,0,28472,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,28269,0,1,28270,LAND_Normal
Mon Jul 31 20:21:30 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,28772,0,0,28774,0,0,0,28768,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,28565,0,1,28566,LAND_Normal
Mon Jul 31 20:22:00 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,29068,0,0,29070,0,0,0,29064,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,28861,0,1,28862,LAND_Normal
Mon Jul 31 20:22:41 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,29364,0,0,29366,0,0,0,29360,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,29157,0,1,29158,LAND_Normal
Mon Jul 31 20:23:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,29660,0,0,29662,0,0,0,29656,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,29453,0,1,29454,LAND_Normal
Mon Jul 31 20:23:52 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,29956,0,0,29958,0,0,0,29952,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,29749,0,1,29750,LAND_Normal
Mon Jul 31 20:24:24 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,30252,0,0,30254,0,0,0,30248,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,30045,0,1,30046,LAND_Normal
Mon Jul 31 20:25:03 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,30548,0,0,30550,0,0,0,30544,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,30341,0,1,30342,LAND_Normal
Mon Jul 31 20:25:36 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,30844,0,0,30846,0,0,0,30840,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,30637,0,1,30638,LAND_Normal
Mon Jul 31 20:26:14 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,31140,0,0,31142,0,0,0,31136,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,30933,0,1,30934,LAND_Normal
Mon Jul 31 20:26:48 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,31436,0,0,31438,0,0,0,31432,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,31229,0,1,31230,LAND_Normal
Mon Jul 31 20:27:25 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,31732,0,0,31734,0,0,0,31728,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,31525,0,1,31526,LAND_Normal
Mon Jul 31 20:28:00 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,32028,0,0,32030,0,0,0,32024,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,31821,0,1,31822,LAND_Normal
Mon Jul 31 20:28:36 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,32324,0,0,32326,0,0,0,32320,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,32117,0,1,32118,LAND_Normal
Mon Jul 31 20:29:12 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,32620,0,0,32622,0,0,0,32616,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,32413,0,1,32414,LAND_Normal
Mon Jul 31 20:29:47 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,32916,0,0,32918,0,0,0,32912,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,32709,0,1,32710,LAND_Normal
Mon Jul 31 20:30:25 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,33212,0,0,33214,0,0,0,33208,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,33005,0,1,33006,LAND_Normal
Mon Jul 31 20:30:59 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,33508,0,0,33510,0,0,0,33504,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,33301,0,1,33302,LAND_Normal
Mon Jul 31 20:31:37 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,33804,0,0,33806,0,0,0,33800,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,33597,0,1,33598,LAND_Normal
Mon Jul 31 20:32:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,34100,0,0,34102,0,0,0,34096,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,33893,0,1,33894,LAND_Normal
Mon Jul 31 20:32:50 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,34396,0,0,34398,0,0,0,34392,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,34189,0,1,34190,LAND_Normal
Mon Jul 31 20:33:22 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,34692,0,0,34694,0,0,0,34688,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,34485,0,1,34486,LAND_Normal
Mon Jul 31 20:34:03 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,34988,0,0,34990,0,0,0,34984,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,34781,0,1,34782,LAND_Normal
Mon Jul 31 20:34:33 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,35284,0,0,35286,0,0,0,35280,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,35077,0,1,35078,LAND_Normal
Mon Jul 31 20:35:15 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,35580,0,0,35582,0,0,0,35576,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,35373,0,1,35374,LAND_Normal
Mon Jul 31 20:35:45 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,35876,0,0,35878,0,0,0,35872,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,35669,0,1,35670,LAND_Normal
Mon Jul 31 20:36:26 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,36172,0,0,36174,0,0,0,36168,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,35965,0,1,35966,LAND_Normal
Mon Jul 31 20:36:57 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,36468,0,0,36470,0,0,0,36464,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,36261,0,1,36262,LAND_Normal
Mon Jul 31 20:37:37 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,36764,0,0,36766,0,0,0,36760,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,36557,0,1,36558,LAND_Normal
Mon Jul 31 20:38:09 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,37060,0,0,37062,0,0,0,37056,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,36853,0,1,36854,LAND_Normal
Mon Jul 31 20:38:48 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,37356,0,0,37358,0,0,0,37352,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,37149,0,1,37150,LAND_Normal
Mon Jul 31 20:39:20 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,37652,0,0,37654,0,0,0,37648,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,37445,0,1,37446,LAND_Normal
Mon Jul 31 20:39:59 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,37948,0,0,37950,0,0,0,37944,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,37741,0,1,37742,LAND_Normal
Mon Jul 31 20:40:33 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,38244,0,0,38246,0,0,0,38240,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,38037,0,1,38038,LAND_Normal
Mon Jul 31 20:41:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,38540,0,0,38542,0,0,0,38536,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,38333,0,1,38334,LAND_Normal
Mon Jul 31 20:41:45 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,38836,0,0,38838,0,0,0,38832,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,38629,0,1,38630,LAND_Normal
Mon Jul 31 20:42:21 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39132,0,0,39134,0,0,0,39128,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,38925,0,1,38926,LAND_Normal
Mon Jul 31 20:42:57 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39428,0,0,39430,0,0,0,39424,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,39221,0,1,39222,LAND_Normal
Mon Jul 31 20:43:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,39724,0,0,39726,0,0,0,39720,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,39517,0,1,39518,LAND_Normal
Mon Jul 31 20:44:09 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40020,0,0,40022,0,0,0,40016,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,39813,0,1,39814,LAND_Normal
Mon Jul 31 20:44:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40316,0,0,40318,0,0,0,40312,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,40109,0,1,40110,LAND_Normal
Mon Jul 31 20:45:22 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40612,0,0,40614,0,0,0,40608,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,40405,0,1,40406,LAND_Normal
Mon Jul 31 20:45:54 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,40908,0,0,40910,0,0,0,40904,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,40701,0,1,40702,LAND_Normal
Mon Jul 31 20:46:34 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,41204,0,0,41206,0,0,0,41200,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,40997,0,1,40998,LAND_Normal
Mon Jul 31 20:47:06 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,41500,0,0,41502,0,0,0,41496,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,41293,0,1,41294,LAND_Normal
Mon Jul 31 20:47:47 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,41796,0,0,41798,0,0,0,41792,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,41589,0,1,41590,LAND_Normal
Mon Jul 31 20:48:17 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42092,0,0,42094,0,0,0,42088,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,41885,0,1,41886,LAND_Normal
Mon Jul 31 20:49:00 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42388,0,0,42390,0,0,0,42384,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,42181,0,1,42182,LAND_Normal
Mon Jul 31 20:49:29 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42684,0,0,42686,0,0,0,42680,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,42477,0,1,42478,LAND_Normal
Mon Jul 31 20:50:10 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,42980,0,0,42982,0,0,0,42976,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,42773,0,1,42774,LAND_Normal
Mon Jul 31 20:50:41 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43276,0,0,43278,0,0,0,43272,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,43069,0,1,43070,LAND_Normal
Mon Jul 31 20:51:21 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43572,0,0,43574,0,0,0,43568,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,43365,0,1,43366,LAND_Normal
Mon Jul 31 20:51:53 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,43868,0,0,43870,0,0,0,43864,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,43661,0,1,43662,LAND_Normal
Mon Jul 31 20:52:32 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44164,0,0,44166,0,0,0,44160,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,43957,0,1,43958,LAND_Normal
Mon Jul 31 20:53:05 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44460,0,0,44462,0,0,0,44456,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,44253,0,1,44254,LAND_Normal
Mon Jul 31 20:53:43 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,44756,0,0,44758,0,0,0,44752,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,44549,0,1,44550,LAND_Normal
Mon Jul 31 20:54:17 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,45052,0,0,45054,0,0,0,45048,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,44845,0,1,44846,LAND_Normal
Mon Jul 31 20:54:54 UTC 2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64,2,0,0,0,0,2,45348,0,0,45350,0,0,0,45344,0,0,0,30,0,23,0,2,0,0,339,-1,0,335,2,0,1,120000,200,45141,0,1,45142,LAND_Normal
